,SIDateTime,ElectricActivity,NLS,ltgAll,VASR_AB,OverallABmedInfra,OverallABmedSeis,maxseisDur,maxinfraDur,CRF_yn,CRF_yn2,start_ElectricActivity,Factor_ltgAll
499,6/2/15 15:27:28,14.435147,72,4,8.879511807,1923777.693,216653.543,46.65,37.54,n,n,14.43517125,1
500,6/2/15 15:37:05,32.924673,86,10,5.257672905,1187630.198,225885.1435,58.08,50.47,n,n,32.92469725,1
501,6/2/15 15:46:50,6.9763252,15,2,3.593120103,672291.3774,132659.3682,38.73,30.03,n,n,6.97634945,1
502,6/2/15 16:08:29,19.816891,52,3,9.400917867,530260.3114,68578.63127,43.61,35.37,n,n,19.81691525,1
503,6/2/15 16:12:00,30.448802,155,11,2.671692648,501528.4666,187719.3722,50.5,42.97,n,n,30.44882625,1
504,6/2/15 16:14:28,7.9499919,2,0,6.738233234,555321.8223,102869.5759,60.55,51.78,n,n,7.95001615,0
505,6/2/15 16:22:59,7.3318072,22,1,3.088385431,1309024.668,357392.9093,56.23,45.52,n,n,7.33183145,1
507,6/2/15 16:32:10,27.73854,28,1,1.865994546,364669.575,208297.2948,85.35,73.75,n,n,27.73856425,1
508,6/2/15 16:39:15,1.6389977,2,0,9.1378703,572144.1318,67432.51478,43.44,35.32,n,n,1.63902195,0
510,6/2/15 16:48:42,10.98712,24,2,36.13456555,5324691.773,145380.0572,44.87,36.65,n,n,10.98714425,1
511,6/2/15 16:56:04,8.4497892,41,3,111.6245448,18411347.05,163034.4812,30.7,29.42,n,n,8.44981345,1
512,6/2/15 17:02:40,9.6410211,33,1,6.375508963,1712502.781,239750.6633,43.07,34.51,n,n,9.64104535,1
513,6/2/15 17:16:41,0.000147992,3,1,2.693094989,408478.9405,151676.3954,31.76,22.73,n,n,0.000172242,1
516,6/2/15 17:55:52,13.042893,40,3,1.27321757,389185.6411,348826.4719,40.27,33.87,n,n,13.04291725,1
518,6/2/15 18:21:27,7.3618746,6,0,6.770597385,1094847.449,156588.1328,43.65,23.98,n,n,7.36189885,0
519,6/2/15 18:50:03,1.6693935,6,1,1.839713686,613202.4816,308545.5147,29.05,21.22,n,n,1.66941775,1
525,6/2/15 20:10:39,17.867014,31,2,2.566718035,197591.9016,62105.41863,21.35,12.46,n,n,17.86703825,1
526,6/2/15 20:30:16,0,1,0,3.267778405,262863.761,86306.39434,16.74,5.65,n,n,2.43E-05,0
531,6/2/15 21:07:16,0.001077603,3,0,3.432812838,392982.0584,84880.06658,44.97,33.21,n,n,0.001101853,0
533,6/2/15 21:21:33,13.460473,9,1,5.360290035,398224.0393,74851.51675,33.99,26.29,n,n,13.46049725,1
534,6/2/15 21:25:15,0,1,0,4.419766002,200544.8136,51651.26401,37.01,28.22,n,n,2.43E-05,0
535,6/2/15 21:35:29,2.3525002,8,0,6.338162661,345961.5551,63090.95879,22.75,13.94,n,n,2.35252445,0
536,6/2/15 21:43:08,7.0673826,34,4,3.327823837,139081.3471,43545.04144,20.9,13.53,n,n,7.06740685,1
538,6/2/15 21:48:01,5.1370394,8,1,5.230763419,525207.5893,82917.347,37.97,29.76,n,n,5.13706365,1
541,6/2/15 22:05:04,5.8959982,46,4,3.189289884,609802.0884,191203.0924,48.83,40.1,n,n,5.89602245,1
542,6/2/15 22:15:26,0.97239377,3,0,3.128789796,1457824.655,350296.8592,39.49,32.46,n,n,0.97241802,0
543,6/2/15 22:22:32,12.065358,40,3,2.023842445,843921.3219,370757.0573,67.08,54.93,n,n,12.06538225,1
545,6/2/15 22:51:39,7.82E-05,2,0,0.795743225,46361.12157,58261.40911,18.31,9.66,n,n,0.00010245,0
548,6/2/15 23:07:06,14.870754,91,7,4.213850708,957854.3841,227310.9444,36.84,26.36,n,n,14.87077825,1
549,6/2/15 23:13:42,0,1,0,12.64532085,1108853.29,87688.82205,43.05,33.2,n,n,2.43E-05,0
550,6/2/15 23:22:31,1.3858245,5,1,1.735438973,177388.1519,102215.1482,21.73,13.69,n,n,1.38584875,1
551,6/2/15 23:25:19,0.001049462,5,1,17.50054672,603947.4787,47802.44232,14.61,7.47,n,n,0.001073712,1
555,6/3/15 00:32:14,8.8414397,41,2,1.983315529,980462.3467,386867.2026,60.99,51.81,n,n,8.84146395,1
557,6/3/15 00:43:32,11.999464,17,1,8.479357012,659420.1593,97437.08507,23.12,13.18,n,n,11.99948825,1
559,6/3/15 01:02:52,0,1,0,4.936971678,1007892.91,204152.0543,27.49,17.62,n,n,2.43E-05,0
560,6/3/15 01:10:52,6.8482565,11,1,2.240914257,496572.599,166791.6925,31.11,6.97,n,n,6.84828075,1
562,6/3/15 01:39:47,0,1,0,3.15928028,740206.4114,234295.8984,47.67,38.54,n,n,2.43E-05,0
563,6/3/15 01:46:31,0.000861809,6,1,3.633813038,968568.4187,224981.6778,48.97,40.57,n,n,0.000886059,1
566,6/3/15 02:10:42,8.9093115,32,2,4.721424745,871399.8619,217860.5525,35.09,25.74,n,n,8.90933575,1
567,6/3/15 02:11:30,3.0263218,23,1,4.303219343,777245.4521,137079.0847,20.37,9.15,n,n,3.02634605,1
568,6/3/15 02:23:10,0,1,0,2.583343634,543698.4574,210463.0798,58.94,48.26,n,n,2.43E-05,0
571,6/3/15 02:34:07,5.6113806,9,1,7.2487034,973020.8409,134233.7777,29.35,17.18,n,n,5.61140485,1
581,6/3/15 03:45:39,9.3057645,16,1,1.885949995,1040994.731,551973.6653,54.83,45.84,n,n,9.30578875,1
582,6/3/15 03:50:14,18.26434,30,3,3.201646852,1217815.281,448109.4069,29.96,20.26,n,n,18.26436425,1
583,6/3/15 03:54:02,11.254668,8,2,3.427287266,523809.5921,195779.0844,65.71,55.23,n,n,11.25469225,1
584,6/3/15 04:06:52,10.684037,2,0,1.066699562,695846.936,652336.3851,25.04,16.99,n,n,10.68406125,0
586,6/3/15 04:22:19,11.028785,6,1,1.751363141,238809.8547,177566.3124,14.31,5.52,n,n,11.02880925,1
588,6/3/15 04:35:06,21.104844,6,0,3.216895273,1958395.94,608784.4874,49.36,40.32,n,n,21.10486825,0
592,6/3/15 04:50:13,0.001083305,4,1,4.864813677,1652152.001,339612.5959,39.27,31.1,n,n,0.001107555,1
593,6/3/15 04:54:38,0.27824299,3,0,3.169585295,522056.7947,137506.8481,10.5,11.47,n,n,0.27826724,0
595,6/3/15 05:10:03,0.001081401,3,0,2.694371048,207415.3717,94263.65529,27.36,17.92,n,n,0.001105651,0
600,6/3/15 05:29:41,0,1,0,1.376895107,509212.7169,492626.7141,66.99,59.85,n,n,2.43E-05,0
602,6/3/15 06:01:18,8.7209107,18,2,5.226993234,2378973.164,488129.8248,22.11,12.58,n,n,8.72093495,1
603,6/3/15 06:14:41,0.001044733,7,1,5.507679428,726564.2224,165951.5081,20.55,12.12,n,n,0.001068983,1
604,6/3/15 06:20:44,41.958961,75,3,3.750598766,808475.8287,236340.3971,66.68,55.66,n,n,41.95898525,1
607,6/3/15 06:44:30,0,1,0,1.384452932,10574.55928,10736.7381,19.95,7.44,n,n,2.43E-05,0
608,6/3/15 06:47:25,61.58953,6,0,5.005571121,823925.6452,175847.3056,71.8,63.62,n,n,61.58955425,0
610,6/3/15 06:55:27,40.673968,9,1,3.085512305,248887.9346,104307.6535,56.64,47.94,n,n,40.67399225,1
612,6/3/15 07:02:08,17.618375,14,1,5.111398367,954448.3627,203964.1033,74.23,65.1,n,n,17.61839925,1
613,6/3/15 07:05:00,0,1,0,1.397256272,113661.9196,91310.98997,42.47,30.16,n,n,2.43E-05,0
618,6/3/15 07:40:21,13.022295,18,1,11.82853843,1859192.362,191663.2942,47.39,37.81,n,n,13.02231925,1
620,6/3/15 07:45:48,5.0117769,18,2,11.36651589,2735806.82,259881.7652,34.91,26.93,n,n,5.01180115,1
621,6/3/15 07:58:08,90.918058,8,0,8.778989755,3801750.178,439574.8571,60.16,50.91,n,n,90.91808225,0
626,6/3/15 08:41:33,34.486097,45,4,12.97577543,16264751.38,1301509.796,99.14,90.24,n,n,34.48612125,1
627,6/3/15 08:48:52,0.00216468,9,1,8.38281818,4991219.376,595410.6684,83.34,74.21,n,n,0.00218893,1
628,6/3/15 09:00:11,0,1,0,6.531741074,3301233.032,538964.6695,55.48,46.37,n,n,2.43E-05,0
631,6/3/15 09:19:35,0.000434081,2,0,3.351683851,412751.501,185107.3617,45.88,37.52,n,n,0.000458331,0
632,6/3/15 09:21:05,0,1,0,2.639871581,147013.1275,60707.79763,43.08,34.38,n,n,2.43E-05,0
635,6/3/15 09:37:44,0,1,0,2.240792573,835151.3825,456616.062,64.31,54.93,n,n,2.43E-05,0
636,6/3/15 09:40:48,12.283786,31,1,3.557368801,1801954.534,528634.0047,86.14,77.1,n,n,12.28381025,1
637,6/3/15 09:44:27,10.634807,14,2,5.306929077,353716.4782,85499.17336,61.13,53.09,n,n,10.63483125,1
638,6/3/15 09:55:26,0.000625387,4,1,1.842446887,404535.2117,276745.4505,66.16,56.9,n,n,0.000649637,1
646,6/3/15 11:33:25,13.62911,9,1,3.766801121,164947.5311,49641.51496,14.05,5.19,n,n,13.62913425,1
649,6/3/15 12:18:27,14.86381,9,0,0.452255578,112716.1567,369185.2324,46.71,40.02,n,n,14.86383425,0
655,6/3/15 16:01:30,0,1,0,1.23784154,415454.2802,424800.9532,101.58,90.21,n,n,2.43E-05,0
656,6/3/15 17:04:50,41.190219,15,1,85.2076795,618401020.5,7257573.779,89.27,80.25,n,n,41.19024325,1
657,6/3/15 17:35:48,101.42753,5,0,1.178219692,347188.5185,425884.4699,101.42,90.47,n,n,101.4275543,0
663,6/3/15 23:27:10,90.482631,91,9,1.166625292,162603.425,211168.7406,97.8,90.43,n,n,90.48265525,1
665,6/4/15 01:35:43,4.2963878,6,1,4.924936034,1096084.991,222558.2188,33.92,23.24,n,n,4.29641205,1
669,6/4/15 02:37:25,0.003087433,8,1,4.294166249,778046.6814,232380.9569,96.78,90.29,n,n,0.003111683,1
670,6/4/15 02:41:54,13.073694,22,1,3.953856342,314293.2615,121898.4833,57.81,43.08,n,n,13.07371825,1
671,6/4/15 02:46:52,2.5403262,25,3,2.116709089,207149.9322,109134.695,89.29,66.79,n,n,2.54035045,1
673,6/4/15 03:08:16,7.2380008,9,1,0.643819842,170281.8867,264486.8572,81.05,56.58,n,n,7.23802505,1
677,6/4/15 03:50:48,17.408468,14,1,1.422680716,562736.1557,471557.4221,81.82,76.01,n,n,17.40849225,1
678,6/4/15 04:02:19,17.95357,13,1,1.982678605,390549.9279,260781.261,78.55,74.9,n,n,17.95359425,1
681,6/4/15 05:28:00,99.958012,124,10,1.397808629,860302.6545,799307.0628,101.26,90.92,n,n,99.95803625,1
682,6/4/15 05:54:06,195.16981,774,46,1.762273895,1961238.504,1276461.154,100.03,90.16,n,n,195.1698343,1
683,6/4/15 06:01:02,70.380645,219,13,2.339340973,1753717.544,834258.3903,88.71,72.03,n,n,70.38066925,1
684,6/4/15 06:04:45,29.965319,33,3,1.079519775,584827.517,654410.3371,93.72,79.32,n,n,29.96534325,1
686,6/4/15 06:26:23,19.766786,41,4,1.510881438,1320922.032,1006128.425,64.86,58.79,n,n,19.76681025,1
687,6/4/15 06:44:18,0.003749171,7,1,2.305930684,400171.0168,265988.6916,36.54,30.03,n,n,0.003773421,1
688,6/4/15 06:46:50,0,1,0,0.74711214,96822.78888,213004.1333,41.73,28.55,n,n,2.43E-05,0
691,6/4/15 07:07:15,133.08311,117,8,4.60078898,263567.8018,92218.81056,31.04,25.83,n,n,133.0831343,1
694,6/4/15 07:52:46,6.9364704,13,1,1.262145691,244063.8383,302568.5736,35.11,26.86,n,n,6.93649465,1
695,6/4/15 08:06:07,19.650963,50,3,1.423474897,389519.3505,406509.9489,69.92,51.26,n,n,19.65098725,1
702,6/4/15 10:46:06,15.355137,7,1,1.517700525,502563.8705,373193.1238,60.97,54.34,n,n,15.35516125,1
703,6/4/15 10:50:10,14.873031,12,1,0.347393747,84606.02444,350560.5513,110.71,90.56,n,n,14.87305525,1
704,6/4/15 11:05:06,1.2397841,14,2,7.076191073,1963326.889,283261.8282,35.27,27.97,n,n,1.23980835,1
707,6/4/15 12:10:24,0,1,0,0.90945454,478445.6921,660419.7311,97.95,90.51,n,n,2.43E-05,0
708,6/4/15 12:21:05,22.56614,147,6,1.645881928,677615.0182,482943.2576,109.69,90.12,n,n,22.56616425,1
709,6/4/15 12:40:31,17.728769,52,2,1.888447317,53848.49805,32160.1467,58.51,50.8,n,n,17.72879325,1
710,6/4/15 12:45:50,24.01739,21,1,2.842343915,1089794.395,468802.2895,108.26,90.17,n,n,24.01741425,1
713,6/4/15 13:06:22,6.9844009,5,1,1.227939235,707018.7992,582795.3079,110.43,90.11,n,n,6.98442515,1
716,6/4/15 13:28:15,14.91334,21,1,1.368825522,758194.6136,581483.3872,111.36,90.54,n,n,14.91336425,1
718,6/4/15 13:45:11,19.057984,25,3,2.047002376,137856.071,80567.56218,51.05,44.16,n,n,19.05800825,1
719,6/4/15 13:46:32,10.248055,14,1,1.161579929,406004.07,388241.6616,98.3,90.17,n,n,10.24807925,1
721,6/4/15 14:12:50,31.633563,128,5,1.007421516,387756.8607,452054.1404,105.71,90.3,n,n,31.63358725,1
725,6/4/15 14:41:56,0,1,0,1.554752073,593617.8432,430450.9707,98.98,90.26,n,n,2.43E-05,0
728,6/4/15 14:57:34,0.001371459,4,1,1.678441329,430876.9924,339437.2783,94.33,88.11,n,n,0.001395709,1
730,6/4/15 15:10:34,30.933213,20,2,4.607515205,816417.9063,177192.6668,61.73,36.93,n,n,30.93323725,1
731,6/4/15 15:19:08,1.3731721,2,0,1.960205653,1146484.492,715277.5309,108.13,90.22,n,n,1.37319635,0
732,6/4/15 15:22:00,4.833417,7,1,0.987578291,653418.9691,774941.8561,90.12,77.68,n,n,4.83344125,1
733,6/4/15 15:32:32,10.692566,7,0,1.679677727,168735.7341,116635.9274,104.77,90.15,n,n,10.69259025,0
736,6/4/15 15:44:09,7.5732546,9,1,0.955500441,60845.42418,70110.88949,34.67,18.65,n,n,7.57327885,1
737,6/4/15 15:56:02,24.735578,72,5,1.79677336,1584858.299,938763.8932,83.9,66.86,n,n,24.73560225,1
738,6/4/15 16:12:59,46.211094,31,3,1.942824487,1186855.083,746836.2054,96.76,90.47,n,n,46.21111825,1
740,6/4/15 16:26:18,26.809595,31,3,3.915027805,2422811.879,710993.0424,101.77,82.64,n,n,26.80961925,1
741,6/4/15 16:34:15,27.385534,37,3,1.461948682,667068.7818,514147.7906,95.85,90.78,n,n,27.38555825,1
742,6/4/15 16:44:50,12.251975,21,1,1.979994764,388620.9666,258008.0341,96.63,90.21,n,n,12.25199925,1
744,6/4/15 17:04:45,36.736418,30,4,2.074302526,1747296.012,912848.1653,99.29,90.16,n,n,36.73644225,1
745,6/4/15 17:12:43,79.012551,13,1,2.008914958,1517209.713,787405.9225,97.81,90.37,n,n,79.01257525,1
746,6/4/15 17:15:55,7.4894824,10,1,2.142252711,916486.7057,500706.489,68.09,56.39,n,n,7.48950665,1
747,6/4/15 17:29:39,0,1,0,1.638382794,155151.3944,114784.6614,46.47,31.11,n,n,2.43E-05,0
751,6/4/15 17:37:48,11.67208,54,3,2.489013386,2828097.247,1293809.489,102.92,90.16,n,n,11.67210425,1
752,6/4/15 18:05:31,7.4626467,15,1,6.868929494,1547275.702,236142.4408,74.24,57.13,n,n,7.46267095,1
753,6/4/15 18:19:02,19.705377,7,0,4.008983409,4819807.907,1291946.178,96.5,90.21,n,n,19.70540125,0
756,6/4/15 18:27:27,74.68009,331,14,2.896086617,2643786.334,1055773.808,103.1,90.25,n,n,74.68011425,1
757,6/4/15 18:32:39,16.257122,8,0,9.780427647,2552346.882,281787.7373,106.89,90.1,n,n,16.25714625,0
760,6/4/15 19:00:44,38.303969,28,2,3.809664982,3574818.589,1025643.334,114.01,90.28,n,n,38.30399325,1
761,6/4/15 19:04:26,12.685336,43,6,4.18825236,2047199.569,501628.9171,64.95,58.37,n,n,12.68536025,1
762,6/4/15 19:24:09,19.852268,86,7,1.484520279,590983.0239,452341.5672,70.7,52.67,n,n,19.85229225,1
764,6/4/15 19:38:53,20.839647,40,2,14.64817613,10151804.83,741072.9982,106.19,90.49,n,n,20.83967125,1
765,6/4/15 19:42:29,5.354335,7,1,2.136730822,87828.88053,52651.90483,32.91,26.64,n,n,5.35435925,1
768,6/4/15 20:30:20,0.000775053,4,1,3.455800562,1203411.221,369587.2469,58.39,47.3,n,n,0.000799303,1
770,6/4/15 20:40:42,0,1,0,1.387670491,27550.66718,27297.83336,12.66,6.31,n,n,2.43E-05,0
771,6/4/15 20:45:38,18.911882,23,2,1.161389972,463800.0642,498697.2185,61.88,49.73,n,n,18.91190625,1
780,6/4/15 21:22:27,0,1,0,0.819361316,61060.7742,98647.1698,42.95,35.85,n,n,2.43E-05,0
787,6/4/15 21:38:45,8.9944805,92,4,4.408185224,2999520.877,735236.8738,65.99,49.5,n,n,8.99450475,1
789,6/4/15 21:43:52,21.04695,72,5,0.633660275,461192.6264,727823.1638,112.32,90.1,n,n,21.04697425,1
790,6/4/15 21:53:00,4.3532918,18,1,0.892277764,101352.8359,132757.512,52.67,33.65,n,n,4.35331605,1
792,6/4/15 22:05:20,6.2721839,15,2,0.770101228,109967.6799,144407.526,44.51,30.42,n,n,6.27220815,1
793,6/4/15 22:10:58,22.929733,49,4,0.79902028,427894.7278,671298.4664,45.23,34.21,n,n,22.92975725,1
794,6/4/15 22:17:52,13.631901,93,6,2.557004827,1004135.578,392699.915,44.2,28.2,n,n,13.63192525,1
795,6/4/15 22:22:20,15.003558,43,4,0.615686383,80567.0074,149774.6454,43.91,29.28,n,n,15.00358225,1
797,6/4/15 22:43:02,6.5559291,48,1,1.579789311,896003.1716,638121.8852,46.63,31.54,n,n,6.55595335,1
798,6/4/15 22:58:48,3.6855836,2,0,3.107531722,1000153.497,321848.202,25.81,14.68,n,n,3.68560785,0
799,6/4/15 23:01:41,0.004220738,15,1,2.302328984,585287.4714,268022.3521,46.93,32.24,n,n,0.004244988,1
800,6/4/15 23:03:27,11.824004,82,5,0.817829884,128355.4714,176983.7774,48.08,34.56,n,n,11.82402825,1
801,6/4/15 23:06:36,11.538784,24,2,1.118212687,297133.0383,319822.7928,74.49,59.62,n,n,11.53880825,1
803,6/4/15 23:16:56,13.673451,21,3,1.885090162,272487.5178,148039.2243,40.01,22.44,n,n,13.67347525,1
805,6/4/15 23:29:59,11.246447,87,6,1.045570878,943082.7442,1083901.375,61.66,40.77,n,n,11.24647125,1
806,6/4/15 23:31:07,12.257256,12,0,3.064899455,389539.5362,133770.5123,32.46,14.14,n,n,12.25728025,0
807,6/4/15 23:37:06,23.446122,127,7,1.068589764,200266.981,187412.4081,50.41,31.55,n,n,23.44614625,1
808,6/4/15 23:39:24,4.5174938,3,0,2.461238395,1182019.857,480254.1107,52.36,37.15,n,n,4.51751805,0
809,6/4/15 23:49:25,11.005824,45,6,4.702952731,1480189.577,365083.7487,41.32,24.55,n,n,11.00584825,1
811,6/4/15 23:59:43,9.1652099,26,1,3.776137521,645628.8188,179906.262,17.93,4.61,n,n,9.16523415,1
812,6/5/15 00:12:58,48.757578,93,7,3.99319543,1822991.706,504062.3711,55.52,33.37,n,n,48.75760225,1
814,6/5/15 00:38:33,19.057294,171,8,3.043795139,561021.7744,241257.6246,54.78,48.09,n,n,19.05731825,1
817,6/5/15 00:42:12,0,1,0,5.665433568,2083817.781,397957.2964,30.38,18,n,n,2.43E-05,0
818,6/5/15 00:47:10,18.217247,11,0,1.999558291,387199.5849,214049.7178,34.26,19.73,n,n,18.21727125,0
819,6/5/15 00:50:49,0.20435801,2,0,0.862235379,21059.29419,43740.0677,13.62,1.72,n,n,0.20438226,0
820,6/5/15 00:55:30,6.1998251,11,1,2.724170471,541962.1754,239298.7578,44.25,31.76,n,n,6.19984935,1
822,6/5/15 01:00:35,0,1,0,0.206803842,258251.2294,1290595.529,86.9,79.12,n,n,2.43E-05,0
823,6/5/15 01:07:23,4.6705284,9,1,1.182223409,156496.8206,183636.5226,51.65,38.4,n,n,4.67055265,1
824,6/5/15 01:11:10,0.00043569,3,1,3.508855945,761601.0222,288140.295,36.02,19.42,n,n,0.00045994,1
826,6/5/15 01:16:17,17.806028,20,2,3.110243206,1001835.258,335282.0573,38.37,27.4,n,n,17.80605225,1
828,6/5/15 01:20:09,6.0245785,23,1,3.125380179,476953.1832,188124.2433,39.1,31.41,n,n,6.02460275,1
830,6/5/15 01:28:23,5.8408241,9,2,2.383384709,652486.909,303819.5434,60.44,46.99,n,n,5.84084835,1
834,6/5/15 01:44:41,10.527774,96,2,1.934392962,825838.1397,428161.0304,49.96,34.12,n,n,10.52779825,1
836,6/5/15 01:54:50,10.594393,71,4,4.058451242,348559.0706,156214.1456,22.69,10.45,n,n,10.59441725,1
838,6/5/15 02:00:59,10.963162,56,4,4.674554466,1296694.738,326610.793,45.44,33.99,n,n,10.96318625,1
839,6/5/15 02:08:04,25.996672,294,12,2.979260102,2131026.307,769507.999,49.86,39.41,n,n,25.99669625,1
840,6/5/15 02:11:34,6.2638655,3,0,0.875675693,66738.99546,76214.28346,26.26,3.41,n,n,6.26388975,0
841,6/5/15 02:17:12,9.8410837,6,0,2.913292986,1112398.5,381835.437,41.67,31.91,n,n,9.84110795,0
842,6/5/15 02:20:49,8.2197149,6,1,1.77281798,307869.4025,173901.9585,37.16,24.6,n,n,8.21973915,1
843,6/5/15 02:25:42,1.1420458,4,0,1.320709265,180904.0512,159563.8493,72.97,62.76,n,n,1.14207005,0
844,6/5/15 02:32:18,17.456804,49,5,2.553966281,1076688.993,471408.4135,52.59,42.62,n,n,17.45682825,1
845,6/5/15 02:42:31,25.754221,65,6,1.010252837,190678.0929,255558.7776,63.87,56.84,n,n,25.75424525,1
846,6/5/15 02:52:24,1.8226617,12,1,0.816000182,112292.3925,154116.8198,29.53,13.58,n,n,1.82268595,1
847,6/5/15 02:54:36,1.7946285,9,1,7.60999478,197254.8528,43245.65767,20.77,12.99,n,n,1.79465275,1
848,6/5/15 02:56:17,3.2274231,27,1,6.744872363,655807.2507,135396.9163,33.57,24.65,n,n,3.22744735,1
849,6/5/15 02:58:55,8.2086185,25,3,6.702675321,2366700.198,386545.2835,72.42,61,n,n,8.20864275,1
852,6/5/15 03:12:02,8.8205096,38,4,3.80797543,1130045.21,433446.4542,103.12,90.09,n,n,8.82053385,1
856,6/5/15 03:29:24,21.449205,42,3,1.470938176,412395.1217,315373.1558,92.25,75.51,n,n,21.44922925,1
857,6/5/15 03:33:09,0,1,0,1.600685342,956061.1538,690049.2208,94.12,90.27,n,n,2.43E-05,0
858,6/5/15 03:55:58,136.30712,524,33,2.637280755,2304506.184,873819.0573,105.46,90.47,n,n,136.3071443,1
859,6/5/15 04:04:14,8.7443012,38,3,1.15421395,466732.1843,443260.5756,82.47,59.35,n,n,8.74432545,1
861,6/5/15 04:10:30,15.967591,116,10,0.43431021,309310.7912,872601.7456,59.47,51.76,n,n,15.96761525,1
862,6/5/15 04:18:30,16.957129,14,3,1.204514873,421690.2835,357514.2924,50.03,26.91,n,n,16.95715325,1
863,6/5/15 04:29:56,6.2251146,12,1,3.023523142,488396.2312,179065.118,36.58,23.53,n,n,6.22513885,1
865,6/5/15 04:34:17,27.120185,7,0,1.363936075,332900.1867,291342.0362,71.56,59.93,n,n,27.12020925,0
866,6/5/15 04:45:59,15.42576,134,5,0.776813276,489474.6079,694226.9068,79.37,66.96,n,n,15.42578425,1
869,6/5/15 04:55:30,26.931912,11,2,2.165664432,402439.8114,247582.4173,65.49,50.96,n,n,26.93193625,1
872,6/5/15 05:11:00,4.0937805,7,1,6.966217327,804589.1507,122467.5593,44.56,28.34,n,n,4.09380475,1
873,6/5/15 05:14:47,11.411919,11,1,7.043285558,294901.3637,55228.60974,20.62,8.18,n,n,11.41194325,1
874,6/5/15 05:16:06,0.000843326,2,0,10.26757996,1420238.217,211793.5136,20.32,9.77,n,n,0.000867576,0
875,6/5/15 05:18:21,14.832632,9,0,0.900506035,1914456.072,1481578.287,85.63,69.47,n,n,14.83265625,0
876,6/5/15 05:25:39,23.663659,145,7,11.68254825,3817480.247,353873.5023,72.36,63.99,n,n,23.66368325,1
877,6/5/15 05:31:48,17.264005,42,7,5.978655052,1257327.429,233815.996,43.12,32.24,n,n,17.26402925,1
878,6/5/15 05:36:22,15.990556,39,5,3.540589046,583995.7002,196888.6868,47.72,39.74,n,n,15.99058025,1
879,6/5/15 05:38:07,44.463939,20,2,0.149298447,343810.1116,2322669.62,82.55,73.77,n,n,44.46396325,1
883,6/5/15 06:04:26,23.332278,50,3,4.315702152,927249.3215,252050.8584,75.06,67.62,n,n,23.33230225,1
884,6/5/15 06:10:12,21.701015,72,4,0.647647723,1854087.227,2904585.953,97.97,89.48,n,n,21.70103925,1
886,6/5/15 06:22:50,5.623147,19,2,3.896868432,864834.7713,266532.2714,35.57,28.26,n,n,5.62317125,1
887,6/5/15 06:26:07,1.5800047,7,1,0.845142937,1749425.278,2087857.92,35.04,26.39,n,n,1.58002895,1
888,6/5/15 06:37:04,6.8466841,14,2,5.178990356,978858.9686,193648.5446,29.71,20.15,n,n,6.84670835,1
889,6/5/15 06:44:10,4.4619311,6,2,2.565139997,658245.76,297105.7495,53.56,44.67,n,n,4.46195535,1
890,6/5/15 06:55:33,0,1,0,10.13513754,2118565.923,221168.8778,28.44,19.4,n,n,2.43E-05,0
895,6/5/15 07:24:17,0.007103026,38,1,3.70498801,762207.1554,214764.8762,63.51,61.48,n,n,0.007127276,1
899,6/5/15 07:57:51,11.342724,6,0,2.914738375,5665860.268,1943865.809,36.78,25.96,n,n,11.34274825,0
901,6/5/15 08:13:17,4.4982404,18,2,1.381161883,742494.8605,537587.1355,27.23,16.49,n,n,4.49826465,1
902,6/5/15 08:14:48,0.001083891,8,1,7.984843039,566200.6592,105438.8229,34.16,25.55,n,n,0.001108141,1
904,6/5/15 08:21:15,2.8886776,20,3,2.185599802,2534723.705,1225297.454,60.55,51.68,n,n,2.88870185,1
913,6/5/15 08:46:49,2.782459,11,1,6.953164464,7176974.231,1335894.518,40.7,32.94,n,n,2.78248325,1
916,6/5/15 09:11:54,0,1,0,2.51614944,162647.778,85306.57354,21.28,8.5,n,n,2.43E-05,0
917,6/5/15 09:17:00,0,1,0,9.879149405,596361.4558,86976.2832,30.63,19,n,n,2.43E-05,0
918,6/5/15 09:39:25,1.31901,9,1,11.32121972,934391.1517,98724.3361,45.43,35.65,n,n,1.31903425,1
920,6/5/15 09:48:59,73.677258,3,0,0.953029488,67823.11358,76166.52579,20.09,13.48,n,n,73.67728225,0
923,6/5/15 10:21:17,5.3060366,9,1,2.58775363,294954.4243,159993.1923,28.94,20.6,n,n,5.30606085,1
925,6/5/15 10:28:18,0,1,0,3.498922314,257016.8052,76173.38154,17.87,10.97,n,n,2.43E-05,0
927,6/5/15 10:38:25,18.934639,11,1,5.927944767,1428067.83,247011.7908,53.54,44.35,n,n,18.93466325,1
931,6/5/15 10:52:28,0,1,0,3.647423595,94334.5056,26601.07084,22.92,12.54,n,n,2.43E-05,0
932,6/5/15 10:56:01,11.483266,9,1,5.845197458,1887522.403,322918.5014,42.15,34.11,n,n,11.48329025,1
937,6/5/15 11:30:59,0,1,0,5.732780504,463108.1432,87878.49243,72.23,62.9,n,n,2.43E-05,0
940,6/5/15 11:41:59,0,1,0,6.165708791,1051510.73,181997.5989,69.07,58.59,n,n,2.43E-05,0
946,6/5/15 12:23:25,0.000373184,3,1,11.05325485,873613.6978,92252.69909,25.8,16.2,n,n,0.000397434,1
949,6/5/15 12:33:39,0.000271107,2,0,14.18834809,9100053.696,641375.1367,42.66,33.78,n,n,0.000295357,0
