"","SIDateTime","ElectricActivity","NLS","ltgAll","VASR_AB","OverallABmedInfra","OverallABmedSeis","maxseisDur","maxinfraDur","CRF_yn","CRF_yn2","start_ElectricActivity","Factor_ltgAll"
"443","02-Jun-2015 09:53:20",17.156884,44,5,0.589435047314463,235047.628736,398767.650154,86.79,66.04,"n","n",17.15690825,"1"
"446","02-Jun-2015 10:36:22",198.31551,638,11,1.66937085892457,63322.789596,49047.160439,24.11,20.39,"n","n",198.31553425,"1"
"447","02-Jun-2015 10:50:10",404.84414,548,37,3.89705243919361,390979.781794,151672.060231,98.43,90.17,"n","n",404.84416425,"1"
"448","02-Jun-2015 10:58:37",11.454839,20,1,3.1611325511896,526937.031148,222319.951492,94.49,84.08,"n","n",11.45486325,"1"
"450","02-Jun-2015 11:06:08",63.004306,70,5,3.84029400903694,552994.621421,209357.794629,70.54,58.57,"n","n",63.00433025,"1"
"451","02-Jun-2015 11:11:57",3.596117,5,0,6.51228535001356,1184278.772726,269437.643751,94.46,90.21,"n","n",3.59614125,"0"
"455","02-Jun-2015 11:21:05",14.914035,4,0,8.22914042984456,886577.157719,149994.879824,80.51,68.39,"n","n",14.91405925,"0"
"458","02-Jun-2015 11:35:52",27.110677,42,4,3.72556035977785,941059.591769,360426.4529,100.8,90.19,"n","n",27.11070125,"1"
"461","02-Jun-2015 11:48:14",7.4062023,2,0,2.24624654968408,207177.10305,134674.965435,67.49,62.22,"n","n",7.40622655,"0"
"462","02-Jun-2015 12:03:25",3.2442392,2,0,8.50807721124338,2002423.538939,248220.562887,87.78,72.64,"n","n",3.24426345,"0"
"463","02-Jun-2015 12:07:54",6.7806734,59,3,2.75212572177665,1087049.177747,394985.290514,80.48,63.52,"n","n",6.78069765,"1"
"465","02-Jun-2015 12:25:52",26.882611,90,7,9.98544026483779,3310546.641022,331537.373738,103.53,90.08,"n","n",26.88263525,"1"
"467","02-Jun-2015 12:40:10",43.891676,90,6,8.70976744509735,2407478.67844,311202.791886,99.09,90.21,"n","n",43.89170025,"1"
"468","02-Jun-2015 12:50:24",1.934486,2,0,18.0648416207873,3638200.277106,210350.080984,64.88,52.75,"n","n",1.93451025,"0"
"469","02-Jun-2015 12:53:44",39.03874,62,6,13.3292279464228,964676.554395,81838.827579,24.29,14.49,"n","n",39.03876425,"1"
"470","02-Jun-2015 12:55:25",3.8063314,12,1,14.294897339609,1358277.808075,105995.279581,30.47,21.21,"n","n",3.80635565,"1"
"472","02-Jun-2015 13:03:22",0.62348304,2,0,11.1993850186303,1037827.53249,133474.916589,64.54,55.81,"n","n",0.62350729,"0"
"473","02-Jun-2015 13:05:20",0.001990463,19,1,5.59301103267143,413415.998828,88777.444215,48.11,39.66,"n","n",0.002014713,"1"
"474","02-Jun-2015 13:06:14",42.631306,5,0,6.31809841802363,908295.712399,179709.533357,40.35,34.87,"n","n",42.63133025,"0"
"475","02-Jun-2015 13:10:51",0.52453301,24,1,5.27350468435834,353266.008379,80007.221831,37.95,29.86,"n","n",0.52455726,"1"
"476","02-Jun-2015 13:12:29",0.003717887,29,1,6.76240003382453,601792.434742,125119.634535,69.56,61.28,"n","n",0.003742137,"1"
"477","02-Jun-2015 13:16:13",27.520365,74,5,7.52963782775084,1515523.852275,247338.282331,99.83,90.07,"n","n",27.52038925,"1"
"478","02-Jun-2015 13:18:22",0,1,0,5.91483870831656,250341.671342,67353.806094,31.62,25.81,"n","n",2.425e-05,"0"
"479","02-Jun-2015 13:27:40",17.282902,141,6,5.06804259615048,1170090.589557,287352.951065,43.8,34.97,"n","n",17.28292625,"1"
"481","02-Jun-2015 13:36:31",10.332817,159,9,7.13484499347125,1321642.231783,245291.150448,45.54,36.48,"n","n",10.33284125,"1"
"482","02-Jun-2015 13:43:50",20.683564,16,1,16.3463888710334,2707876.437935,165655.941462,61.2,51.09,"n","n",20.68358825,"1"
"483","02-Jun-2015 13:46:32",6.1321146,39,4,10.1566604961887,1003554.589776,121561.791471,48.73,39.94,"n","n",6.13213885,"1"
"484","02-Jun-2015 13:48:39",6.9822044,5,0,11.5892817459638,1004735.37853,111792.326149,52.85,43.04,"n","n",6.98222865,"0"
"485","02-Jun-2015 13:55:30",7.3013895,49,4,20.6316508449441,3166067.66049,191296.182006,78.77,68.47,"n","n",7.30141375,"1"
"488","02-Jun-2015 14:11:24",32.298379,121,6,49.0556467233292,11923733.577512,328609.464433,94.44,84.39,"n","n",32.29840325,"1"
"489","02-Jun-2015 14:20:27",10.498986,28,3,68.1926653947266,10717513.048206,166613.054798,38.45,26.35,"n","n",10.49901025,"1"
"493","02-Jun-2015 14:43:26",15.621883,34,1,25.7877590374844,2029418.65974,113928.417777,26.91,22.82,"n","n",15.62190725,"1"
"494","02-Jun-2015 14:48:27",8.2571475,4,0,27.9934671517079,6827009.084349,317178.367808,98.76,90.21,"n","n",8.25717175,"0"
"495","02-Jun-2015 15:01:34",7.7573749,22,3,26.8418811683581,5564013.364556,203105.421868,29.68,44.09,"n","n",7.75739915,"1"
"496","02-Jun-2015 15:04:41",9.8662511,77,5,12.1110487471075,2415346.149861,207886.203704,65.2,56.38,"n","n",9.86627535,"1"
"497","02-Jun-2015 15:09:54",0.001533347,7,1,14.7429700766161,1904389.247071,120981.607517,43.91,35.97,"n","n",0.001557597,"1"
"499","02-Jun-2015 15:27:28",14.435147,72,4,8.8795118068207,1923777.692987,216653.542992,46.65,37.54,"n","n",14.43517125,"1"
"500","02-Jun-2015 15:37:05",32.924673,86,10,5.25767290469025,1187630.198368,225885.143465,58.08,50.47,"n","n",32.92469725,"1"
"501","02-Jun-2015 15:46:50",6.9763252,15,2,3.59312010276441,672291.377402,132659.368197,38.73,30.03,"n","n",6.97634945,"1"
"502","02-Jun-2015 16:08:29",19.816891,52,3,9.40091786705665,530260.311372,68578.631265,43.61,35.37,"n","n",19.81691525,"1"
"503","02-Jun-2015 16:12:00",30.448802,155,11,2.67169264782616,501528.466588,187719.37221,50.5,42.97,"n","n",30.44882625,"1"
"504","02-Jun-2015 16:14:28",7.9499919,2,0,6.7382332340831,555321.822346,102869.575862,60.55,51.78,"n","n",7.95001615,"0"
"505","02-Jun-2015 16:22:59",7.3318072,22,1,3.08838543058109,1309024.668003,357392.909282,56.23,45.52,"n","n",7.33183145,"1"
"507","02-Jun-2015 16:32:10",27.73854,28,1,1.86599454642019,364669.575044,208297.294815,85.35,73.75,"n","n",27.73856425,"1"
"508","02-Jun-2015 16:39:15",1.6389977,2,0,9.13787030031963,572144.131782,67432.514775,43.44,35.32,"n","n",1.63902195,"0"
"510","02-Jun-2015 16:48:42",10.98712,24,2,36.1345655513122,5324691.772659,145380.057221,44.87,36.65,"n","n",10.98714425,"1"
"511","02-Jun-2015 16:56:04",8.4497892,41,3,111.62454481215,18411347.048157,163034.481202,30.7,29.42,"n","n",8.44981345,"1"
"512","02-Jun-2015 17:02:40",9.6410211,33,1,6.37550896279627,1712502.780731,239750.663293,43.07,34.51,"n","n",9.64104535,"1"
"513","02-Jun-2015 17:16:41",0.000147992,3,1,2.69309498862996,408478.940461,151676.395443,31.76,22.73,"n","n",0.000172242,"1"
"516","02-Jun-2015 17:55:52",13.042893,40,3,1.27321757046522,389185.64114,348826.471887,40.27,33.87,"n","n",13.04291725,"1"
"518","02-Jun-2015 18:21:27",7.3618746,6,0,6.77059738473504,1094847.448774,156588.13278,43.65,23.98,"n","n",7.36189885,"0"
"519","02-Jun-2015 18:50:03",1.6693935,6,1,1.83971368566909,613202.48156,308545.514651,29.05,21.22,"n","n",1.66941775,"1"
"525","02-Jun-2015 20:10:39",17.867014,31,2,2.56671803538636,197591.901614,62105.418628,21.35,12.46,"n","n",17.86703825,"1"
"526","02-Jun-2015 20:30:16",0,1,0,3.267778404918,262863.761022,86306.394338,16.74,5.65,"n","n",2.425e-05,"0"
"531","02-Jun-2015 21:07:16",0.001077603,3,0,3.43281283767786,392982.058412,84880.06658,44.97,33.21,"n","n",0.001101853,"0"
"533","02-Jun-2015 21:21:33",13.460473,9,1,5.36029003514825,398224.039334,74851.516746,33.99,26.29,"n","n",13.46049725,"1"
"534","02-Jun-2015 21:25:15",0,1,0,4.41976600155321,200544.813649,51651.264008,37.01,28.22,"n","n",2.425e-05,"0"
"535","02-Jun-2015 21:35:29",2.3525002,8,0,6.3381626609606,345961.555139,63090.958789,22.75,13.94,"n","n",2.35252445,"0"
"536","02-Jun-2015 21:43:08",7.0673826,34,4,3.32782383688646,139081.347087,43545.041436,20.9,13.53,"n","n",7.06740685,"1"
"538","02-Jun-2015 21:48:01",5.1370394,8,1,5.23076341926483,525207.589334,82917.346996,37.97,29.76,"n","n",5.13706365,"1"
"541","02-Jun-2015 22:05:04",5.8959982,46,4,3.18928988406729,609802.088365,191203.092391,48.83,40.1,"n","n",5.89602245,"1"
"542","02-Jun-2015 22:15:26",0.97239377,3,0,3.12878979586241,1457824.654782,350296.859235,39.49,32.46,"n","n",0.97241802,"0"
"543","02-Jun-2015 22:22:32",12.065358,40,3,2.02384244534465,843921.321922,370757.057326,67.08,54.93,"n","n",12.06538225,"1"
"545","02-Jun-2015 22:51:39",7.82e-05,2,0,0.795743224944461,46361.121575,58261.40911,18.31,9.66,"n","n",0.00010245,"0"
"548","02-Jun-2015 23:07:06",14.870754,91,7,4.21385070843137,957854.384111,227310.944404,36.84,26.36,"n","n",14.87077825,"1"
"549","02-Jun-2015 23:13:42",0,1,0,12.6453208524191,1108853.289955,87688.822047,43.05,33.2,"n","n",2.425e-05,"0"
"550","02-Jun-2015 23:22:31",1.3858245,5,1,1.73543897318224,177388.151881,102215.148226,21.73,13.69,"n","n",1.38584875,"1"
"551","02-Jun-2015 23:25:19",0.001049462,5,1,17.5005467218685,603947.478697,47802.442315,14.61,7.47,"n","n",0.001073712,"1"
"555","03-Jun-2015 00:32:14",8.8414397,41,2,1.98331552855403,980462.346735,386867.20256,60.99,51.81,"n","n",8.84146395,"1"
"557","03-Jun-2015 00:43:32",11.999464,17,1,8.47935701225782,659420.159343,97437.085069,23.12,13.18,"n","n",11.99948825,"1"
"559","03-Jun-2015 01:02:52",0,1,0,4.9369716775375,1007892.910084,204152.054319,27.49,17.62,"n","n",2.425e-05,"0"
"560","03-Jun-2015 01:10:52",6.8482565,11,1,2.24091425677872,496572.599029,166791.692539,31.11,6.97,"n","n",6.84828075,"1"
"562","03-Jun-2015 01:39:47",0,1,0,3.15928027997808,740206.411438,234295.898382,47.67,38.54,"n","n",2.425e-05,"0"
"563","03-Jun-2015 01:46:31",0.000861809,6,1,3.63381303798184,968568.418706,224981.677833,48.97,40.57,"n","n",0.000886059,"1"
"566","03-Jun-2015 02:10:42",8.9093115,32,2,4.72142474499546,871399.861883,217860.552522,35.09,25.74,"n","n",8.90933575,"1"
"567","03-Jun-2015 02:11:30",3.0263218,23,1,4.30321934276976,777245.452127,137079.084705,20.37,9.15,"n","n",3.02634605,"1"
"568","03-Jun-2015 02:23:10",0,1,0,2.58334363353184,543698.457362,210463.079826,58.94,48.26,"n","n",2.425e-05,"0"
"571","03-Jun-2015 02:34:07",5.6113806,9,1,7.24870339990829,973020.840927,134233.777718,29.35,17.18,"n","n",5.61140485,"1"
"581","03-Jun-2015 03:45:39",9.3057645,16,1,1.88594999527376,1040994.731427,551973.6652805,54.83,45.84,"n","n",9.30578875,"1"
"582","03-Jun-2015 03:50:14",18.26434,30,3,3.20164685202667,1217815.281163,448109.4069135,29.96,20.26,"n","n",18.26436425,"1"
"583","03-Jun-2015 03:54:02",11.254668,8,2,3.42728726580405,523809.5921065,195779.084386,65.71,55.23,"n","n",11.25469225,"1"
"584","03-Jun-2015 04:06:52",10.684037,2,0,1.06669956157859,695846.936005,652336.385116,25.04,16.99,"n","n",10.68406125,"0"
"586","03-Jun-2015 04:22:19",11.028785,6,1,1.75136314083782,238809.8547165,177566.312406,14.31,5.52,"n","n",11.02880925,"1"
"588","03-Jun-2015 04:35:06",21.104844,6,0,3.21689527342413,1958395.9401475,608784.48743,49.36,40.32,"n","n",21.10486825,"0"
"592","03-Jun-2015 04:50:13",0.001083305,4,1,4.86481367745064,1652152.001491,339612.595884,39.27,31.1,"n","n",0.001107555,"1"
"593","03-Jun-2015 04:54:38",0.27824299,3,0,3.16958529462981,522056.794749,137506.848105,10.5,11.47,"n","n",0.27826724,"0"
"595","03-Jun-2015 05:10:03",0.001081401,3,0,2.6943710484155,207415.371706,94263.6552915,27.36,17.92,"n","n",0.001105651,"0"
"600","03-Jun-2015 05:29:41",0,1,0,1.37689510698358,509212.716923,492626.714087,66.99,59.85,"n","n",2.425e-05,"0"
"602","03-Jun-2015 06:01:18",8.7209107,18,2,5.22699323422439,2378973.164294,488129.8247815,22.11,12.58,"n","n",8.72093495,"1"
"603","03-Jun-2015 06:14:41",0.001044733,7,1,5.50767942846908,726564.2223755,165951.508106,20.55,12.12,"n","n",0.001068983,"1"
"604","03-Jun-2015 06:20:44",41.958961,75,3,3.75059876641003,808475.828713,236340.3970675,66.68,55.66,"n","n",41.95898525,"1"
"607","03-Jun-2015 06:44:30",0,1,0,1.38445293191343,10574.559275,10736.7380965,19.95,7.44,"n","n",2.425e-05,"0"
"608","03-Jun-2015 06:47:25",61.58953,6,0,5.00557112112266,823925.645214,175847.3055705,71.8,63.62,"n","n",61.58955425,"0"
"610","03-Jun-2015 06:55:27",40.673968,9,1,3.08551230528724,248887.934564,104307.6534735,56.64,47.94,"n","n",40.67399225,"1"
"612","03-Jun-2015 07:02:08",17.618375,14,1,5.11139836689271,954448.362652,203964.1033115,74.23,65.1,"n","n",17.61839925,"1"
"613","03-Jun-2015 07:05:00",0,1,0,1.39725627222085,113661.919577,91310.989966,42.47,30.16,"n","n",2.425e-05,"0"
"618","03-Jun-2015 07:40:21",13.022295,18,1,11.8285384312569,1859192.3619365,191663.294211,47.39,37.81,"n","n",13.02231925,"1"
"620","03-Jun-2015 07:45:48",5.0117769,18,2,11.3665158857079,2735806.8197865,259881.7652045,34.91,26.93,"n","n",5.01180115,"1"
"621","03-Jun-2015 07:58:08",90.918058,8,0,8.77898975513217,3801750.177603,439574.857136,60.16,50.91,"n","n",90.91808225,"0"
"626","03-Jun-2015 08:41:33",34.486097,45,4,12.9757754261329,16264751.3794725,1301509.7959305,99.14,90.24,"n","n",34.48612125,"1"
"627","03-Jun-2015 08:48:52",0.00216468,9,1,8.3828181799751,4991219.3755895,595410.668397,83.34,74.21,"n","n",0.00218893,"1"
"628","03-Jun-2015 09:00:11",0,1,0,6.53174107383474,3301233.0320035,538964.6695005,55.48,46.37,"n","n",2.425e-05,"0"
"631","03-Jun-2015 09:19:35",0.000434081,2,0,3.35168385112957,412751.5010335,185107.361736,45.88,37.52,"n","n",0.000458331,"0"
"632","03-Jun-2015 09:21:05",0,1,0,2.63987158103906,147013.127487,60707.7976345,43.08,34.38,"n","n",2.425e-05,"0"
"635","03-Jun-2015 09:37:44",0,1,0,2.24079257269177,835151.382457,456616.062017,64.31,54.93,"n","n",2.425e-05,"0"
"636","03-Jun-2015 09:40:48",12.283786,31,1,3.55736880148563,1801954.5343985,528634.0047175,86.14,77.1,"n","n",12.28381025,"1"
"637","03-Jun-2015 09:44:27",10.634807,14,2,5.30692907658457,353716.4781715,85499.1733565,61.13,53.09,"n","n",10.63483125,"1"
"638","03-Jun-2015 09:55:26",0.000625387,4,1,1.84244688708589,404535.2117195,276745.450528,66.16,56.9,"n","n",0.000649637,"1"
"646","03-Jun-2015 11:33:25",13.62911,9,1,3.76680112144048,164947.5311335,49641.5149555,14.05,5.19,"n","n",13.62913425,"1"
"649","03-Jun-2015 12:18:27",14.86381,9,0,0.452255577529398,112716.1567055,369185.2323855,46.71,40.02,"n","n",14.86383425,"0"
"655","03-Jun-2015 16:01:30",0,1,0,1.23784153994583,415454.2801845,424800.953162,101.58,90.21,"n","n",2.425e-05,"0"
"656","03-Jun-2015 17:04:50",41.190219,15,1,85.2076794957862,618401020.466423,7257573.7788635,89.27,80.25,"n","n",41.19024325,"1"
"657","03-Jun-2015 17:35:48",101.42753,5,0,1.17821969228728,347188.518497,425884.4698915,101.42,90.47,"n","n",101.42755425,"0"
"663","03-Jun-2015 23:27:10",90.482631,91,9,1.16662529215754,162603.424952,211168.740649,97.8,90.43,"n","n",90.48265525,"1"
"665","04-Jun-2015 01:35:43",4.2963878,6,1,4.92493603425386,1096084.991453,222558.218793,33.92,23.24,"n","n",4.29641205,"1"
"669","04-Jun-2015 02:37:25",0.003087433,8,1,4.29416624934577,778046.6813565,232380.9568505,96.78,90.29,"n","n",0.003111683,"1"
"670","04-Jun-2015 02:41:54",13.073694,22,1,3.95385634230044,314293.2614975,121898.483332,57.81,43.08,"n","n",13.07371825,"1"
"671","04-Jun-2015 02:46:52",2.5403262,25,3,2.1167090891735,207149.932232,109134.6949565,89.29,66.79,"n","n",2.54035045,"1"
"673","04-Jun-2015 03:08:16",7.2380008,9,1,0.643819842249312,170281.886666,264486.857179,81.05,56.58,"n","n",7.23802505,"1"
"677","04-Jun-2015 03:50:48",17.408468,14,1,1.42268071611254,562736.155673,471557.422119,81.82,76.01,"n","n",17.40849225,"1"
"678","04-Jun-2015 04:02:19",17.95357,13,1,1.9826786054139,390549.9278995,260781.2609555,78.55,74.9,"n","n",17.95359425,"1"
"681","04-Jun-2015 05:28:00",99.958012,124,10,1.39780862936196,860302.6544995,799307.0628325,101.26,90.92,"n","n",99.95803625,"1"
"682","04-Jun-2015 05:54:06",195.16981,774,46,1.76227389501093,1961238.5042395,1276461.153667,100.03,90.16,"n","n",195.16983425,"1"
"683","04-Jun-2015 06:01:02",70.380645,219,13,2.33934097310986,1753717.543728,834258.3902755,88.71,72.03,"n","n",70.38066925,"1"
"684","04-Jun-2015 06:04:45",29.965319,33,3,1.07951977523507,584827.517007,654410.337102,93.72,79.32,"n","n",29.96534325,"1"
"686","04-Jun-2015 06:26:23",19.766786,41,4,1.51088143842534,1320922.031772,1006128.424968,64.86,58.79,"n","n",19.76681025,"1"
"687","04-Jun-2015 06:44:18",0.003749171,7,1,2.30593068410384,400171.0168315,265988.6915925,36.54,30.03,"n","n",0.003773421,"1"
"688","04-Jun-2015 06:46:50",0,1,0,0.747112139922656,96822.7888765,213004.133273,41.73,28.55,"n","n",2.425e-05,"0"
"691","04-Jun-2015 07:07:15",133.08311,117,8,4.6007889801375,263567.801755,92218.810555,31.04,25.83,"n","n",133.08313425,"1"
"694","04-Jun-2015 07:52:46",6.9364704,13,1,1.26214569101124,244063.83832,302568.5735865,35.11,26.86,"n","n",6.93649465,"1"
"695","04-Jun-2015 08:06:07",19.650963,50,3,1.4234748969172,389519.3505305,406509.948943,69.92,51.26,"n","n",19.65098725,"1"
"702","04-Jun-2015 10:46:06",15.355137,7,1,1.51770052480309,502563.870488,373193.1238445,60.97,54.34,"n","n",15.35516125,"1"
"703","04-Jun-2015 10:50:10",14.873031,12,1,0.347393747275463,84606.0244395,350560.5513155,110.71,90.56,"n","n",14.87305525,"1"
"704","04-Jun-2015 11:05:06",1.2397841,14,2,7.07619107260107,1963326.8891085,283261.828184,35.27,27.97,"n","n",1.23980835,"1"
"707","04-Jun-2015 12:10:24",0,1,0,0.909454539870993,478445.692079,660419.731089,97.95,90.51,"n","n",2.425e-05,"0"
"708","04-Jun-2015 12:21:05",22.56614,147,6,1.64588192812899,677615.0182305,482943.257558,109.69,90.12,"n","n",22.56616425,"1"
"709","04-Jun-2015 12:40:31",17.728769,52,2,1.88844731679559,53848.4980515,32160.1467045,58.51,50.8,"n","n",17.72879325,"1"
"710","04-Jun-2015 12:45:50",24.01739,21,1,2.84234391549798,1089794.39479,468802.289538,108.26,90.17,"n","n",24.01741425,"1"
"713","04-Jun-2015 13:06:22",6.9844009,5,1,1.22793923516328,707018.7991665,582795.307889,110.43,90.11,"n","n",6.98442515,"1"
"716","04-Jun-2015 13:28:15",14.91334,21,1,1.36882552209375,758194.613555,581483.3871775,111.36,90.54,"n","n",14.91336425,"1"
"718","04-Jun-2015 13:45:11",19.057984,25,3,2.04700237639816,137856.071048,80567.562183,51.05,44.16,"n","n",19.05800825,"1"
"719","04-Jun-2015 13:46:32",10.248055,14,1,1.16157992852453,406004.0700335,388241.6616185,98.3,90.17,"n","n",10.24807925,"1"
"721","04-Jun-2015 14:12:50",31.633563,128,5,1.00742151648923,387756.8607335,452054.140353,105.71,90.3,"n","n",31.63358725,"1"
"725","04-Jun-2015 14:41:56",0,1,0,1.55475207348077,593617.8431585,430450.9706995,98.98,90.26,"n","n",2.425e-05,"0"
"728","04-Jun-2015 14:57:34",0.001371459,4,1,1.67844132873934,430876.992361,339437.278263,94.33,88.11,"n","n",0.001395709,"1"
"730","04-Jun-2015 15:10:34",30.933213,20,2,4.60751520513544,816417.9063375,177192.6667605,61.73,36.93,"n","n",30.93323725,"1"
"731","04-Jun-2015 15:19:08",1.3731721,2,0,1.9602056528017,1146484.492226,715277.5309085,108.13,90.22,"n","n",1.37319635,"0"
"732","04-Jun-2015 15:22:00",4.833417,7,1,0.987578291175791,653418.9690765,774941.8561075,90.12,77.68,"n","n",4.83344125,"1"
"733","04-Jun-2015 15:32:32",10.692566,7,0,1.67967772675247,168735.7341445,116635.9274435,104.77,90.15,"n","n",10.69259025,"0"
"736","04-Jun-2015 15:44:09",7.5732546,9,1,0.955500440870684,60845.42418,70110.889485,34.67,18.65,"n","n",7.57327885,"1"
"737","04-Jun-2015 15:56:02",24.735578,72,5,1.79677335974258,1584858.29895,938763.893157,83.9,66.86,"n","n",24.73560225,"1"
"738","04-Jun-2015 16:12:59",46.211094,31,3,1.94282448674454,1186855.083266,746836.2053935,96.76,90.47,"n","n",46.21111825,"1"
"740","04-Jun-2015 16:26:18",26.809595,31,3,3.91502780546933,2422811.878629,710993.0424,101.77,82.64,"n","n",26.80961925,"1"
"741","04-Jun-2015 16:34:15",27.385534,37,3,1.46194868222713,667068.781794,514147.7905995,95.85,90.78,"n","n",27.38555825,"1"
"742","04-Jun-2015 16:44:50",12.251975,21,1,1.97999476405831,388620.966649,258008.03414,96.63,90.21,"n","n",12.25199925,"1"
"744","04-Jun-2015 17:04:45",36.736418,30,4,2.07430252589911,1747296.0121115,912848.1653295,99.29,90.16,"n","n",36.73644225,"1"
"745","04-Jun-2015 17:12:43",79.012551,13,1,2.00891495789317,1517209.712833,787405.922478,97.81,90.37,"n","n",79.01257525,"1"
"746","04-Jun-2015 17:15:55",7.4894824,10,1,2.14225271098293,916486.7056595,500706.4890015,68.09,56.39,"n","n",7.48950665,"1"
"747","04-Jun-2015 17:29:39",0,1,0,1.6383827938142,155151.394427,114784.661351,46.47,31.11,"n","n",2.425e-05,"0"
"751","04-Jun-2015 17:37:48",11.67208,54,3,2.48901338596215,2828097.246881,1293809.4890455,102.92,90.16,"n","n",11.67210425,"1"
"752","04-Jun-2015 18:05:31",7.4626467,15,1,6.86892949445828,1547275.7016115,236142.4408495,74.24,57.13,"n","n",7.46267095,"1"
"753","04-Jun-2015 18:19:02",19.705377,7,0,4.00898340852702,4819807.906542,1291946.177555,96.5,90.21,"n","n",19.70540125,"0"
"756","04-Jun-2015 18:27:27",74.68009,331,14,2.89608661680268,2643786.3339305,1055773.8084975,103.1,90.25,"n","n",74.68011425,"1"
"757","04-Jun-2015 18:32:39",16.257122,8,0,9.78042764726757,2552346.881932,281787.737308,106.89,90.1,"n","n",16.25714625,"0"
"760","04-Jun-2015 19:00:44",38.303969,28,2,3.80966498239181,3574818.588552,1025643.334059,114.01,90.28,"n","n",38.30399325,"1"
"761","04-Jun-2015 19:04:26",12.685336,43,6,4.18825236028536,2047199.569256,501628.917083,64.95,58.37,"n","n",12.68536025,"1"
"762","04-Jun-2015 19:24:09",19.852268,86,7,1.48452027925606,590983.02389,452341.5671805,70.7,52.67,"n","n",19.85229225,"1"
"764","04-Jun-2015 19:38:53",20.839647,40,2,14.6481761293678,10151804.8280905,741072.9981755,106.19,90.49,"n","n",20.83967125,"1"
"765","04-Jun-2015 19:42:29",5.354335,7,1,2.13673082182621,87828.880531,52651.904834,32.91,26.64,"n","n",5.35435925,"1"
"768","04-Jun-2015 20:30:20",0.000775053,4,1,3.45580056181878,1203411.220748,369587.246899,58.39,47.3,"n","n",0.000799303,"1"
"770","04-Jun-2015 20:40:42",0,1,0,1.38767049076731,27550.6671775,27297.833358,12.66,6.31,"n","n",2.425e-05,"0"
"771","04-Jun-2015 20:45:38",18.911882,23,2,1.16138997185174,463800.064241,498697.218531,61.88,49.73,"n","n",18.91190625,"1"
"780","04-Jun-2015 21:22:27",0,1,0,0.819361315606249,61060.7742015,98647.1698025,42.95,35.85,"n","n",2.425e-05,"0"
"787","04-Jun-2015 21:38:45",8.9944805,92,4,4.40818522362368,2999520.8765025,735236.873759,65.99,49.5,"n","n",8.99450475,"1"
"789","04-Jun-2015 21:43:52",21.04695,72,5,0.633660275406941,461192.626435,727823.163822,112.32,90.1,"n","n",21.04697425,"1"
"790","04-Jun-2015 21:53:00",4.3532918,18,1,0.892277763994125,101352.835899,132757.511991,52.67,33.65,"n","n",4.35331605,"1"
"792","04-Jun-2015 22:05:20",6.2721839,15,2,0.770101227645878,109967.679925,144407.5260325,44.51,30.42,"n","n",6.27220815,"1"
"793","04-Jun-2015 22:10:58",22.929733,49,4,0.799020279894105,427894.7277905,671298.466418,45.23,34.21,"n","n",22.92975725,"1"
"794","04-Jun-2015 22:17:52",13.631901,93,6,2.55700482672133,1004135.5782065,392699.9150385,44.2,28.2,"n","n",13.63192525,"1"
"795","04-Jun-2015 22:22:20",15.003558,43,4,0.615686382741675,80567.0074,149774.6454005,43.91,29.28,"n","n",15.00358225,"1"
"797","04-Jun-2015 22:43:02",6.5559291,48,1,1.57978931102801,896003.171622,638121.8851515,46.63,31.54,"n","n",6.55595335,"1"
"798","04-Jun-2015 22:58:48",3.6855836,2,0,3.10753172174007,1000153.497401,321848.2020325,25.81,14.68,"n","n",3.68560785,"0"
"799","04-Jun-2015 23:01:41",0.004220738,15,1,2.30232898393667,585287.471421,268022.3521015,46.93,32.24,"n","n",0.004244988,"1"
"800","04-Jun-2015 23:03:27",11.824004,82,5,0.817829884092803,128355.4713545,176983.7774035,48.08,34.56,"n","n",11.82402825,"1"
"801","04-Jun-2015 23:06:36",11.538784,24,2,1.11821268724459,297133.0382845,319822.792838,74.49,59.62,"n","n",11.53880825,"1"
"803","04-Jun-2015 23:16:56",13.673451,21,3,1.88509016249189,272487.517796,148039.2242645,40.01,22.44,"n","n",13.67347525,"1"
"805","04-Jun-2015 23:29:59",11.246447,87,6,1.04557087810015,943082.744188,1083901.3750135,61.66,40.77,"n","n",11.24647125,"1"
"806","04-Jun-2015 23:31:07",12.257256,12,0,3.06489945498234,389539.5361885,133770.5122855,32.46,14.14,"n","n",12.25728025,"0"
"807","04-Jun-2015 23:37:06",23.446122,127,7,1.06858976431037,200266.9810095,187412.4081085,50.41,31.55,"n","n",23.44614625,"1"
"808","04-Jun-2015 23:39:24",4.5174938,3,0,2.46123839502077,1182019.856694,480254.1107295,52.36,37.15,"n","n",4.51751805,"0"
"809","04-Jun-2015 23:49:25",11.005824,45,6,4.70295273128088,1480189.577317,365083.7487435,41.32,24.55,"n","n",11.00584825,"1"
"811","04-Jun-2015 23:59:43",9.1652099,26,1,3.77613752123014,645628.8187655,179906.262016,17.93,4.61,"n","n",9.16523415,"1"
"812","05-Jun-2015 00:12:58",48.757578,93,7,3.99319543037928,1822991.7055185,504062.3710645,55.52,33.37,"n","n",48.75760225,"1"
"814","05-Jun-2015 00:38:33",19.057294,171,8,3.04379513852152,561021.774424,241257.624603,54.78,48.09,"n","n",19.05731825,"1"
"817","05-Jun-2015 00:42:12",0,1,0,5.66543356752289,2083817.781083,397957.2963645,30.38,18,"n","n",2.425e-05,"0"
